hour	cpm	publisher	user_id
779	37.4	1	15526
775	90.0	1	23423
781	90.0	5	16934
776	168.65	1	2328
787	75.0	1	3112
778	58.78	3	1847
781	30.0	1	8303
782	106.5	1	10472
790	230.0	2	9783
771	96.0	2	24102
768	310.0	1	24203
768	450.0	2	8875
780	270.5	1	5646
773	30.0	1	21317
780	230.0	1	14458
781	75.0	1	21852
790	129.12	1	3401
790	125.43	2	6835
790	43.14	1	11840
780	105.02	1	23013
781	205.0	1	20080
780	155.0	1	20894
789	130.0	1	8171
786	285.0	2	20441
786	90.0	1	12369
785	372.96	1	19633
785	90.36	3	11818
779	30.22	7	24843
780	173.31	6	8524
789	105.0	1	11088
784	415.92	1	12917
791	30.0	2	428
780	60.0	1	18281
783	69.0	1	9285
781	30.0	1	1513
776	246.0	1	24892
771	30.04	1	27205
775	31.34	1	24084
789	30.0	1	9242
788	30.0	2	20628
784	50.0	1	10762
790	30.0	1	7757
777	553.38	1	8914
789	128.16	1	13169
775	80.0	1	2602
774	60.0	1	19548
779	170.0	1	23615
790	30.0	7	14843
775	200.45	1	19043
770	540.0	1	23115
786	179.85	1	16965
783	170.0	7	19163
775	260.14	2	14298
775	60.0	2	21957
774	60.0	1	1621
782	234.0	1	4625
789	32.0	1	11679
776	200.0	1	21798
776	41.5	1	18129
773	330.0	1	16433
787	30.0	1	3631
791	151.6	1	5514
782	30.0	1	21126
777	389.07	1	14349
774	30.0	1	26658
774	195.0	1	6263
774	390.15	1	21955
788	183.0	1	14658
786	70.0	1	11139
787	30.0	1	1831
783	181.35	1	19560
790	103.45	1	23289
778	30.0	1	7449
787	306.06	1	6234
789	165.72	2	3373
782	92.5	1	4322
778	968.46	2	3094
774	228.0	1	17213
777	123.27	1	7665
786	43.5	2	9484
773	108.0	1	1685
784	150.0	1	14600
790	60.0	1	4184
781	240.0	1	15580
784	183.0	1	10406
769	71.49	1	16623
781	120.0	7	16137
788	30.0	7	4085
787	40.0	1	10655
790	651.6	1	2612
775	108.02	1	24321
781	234.0	1	15760
776	160.0	1	20700
776	90.0	2	14041
783	30.0	1	15070
784	132.39	1	11577
784	30.0	1	403
779	45.82	9	18258
779	75.8	1	26671
779	44.8	1	16174
773	229.3	2	25473
773	237.0	2	27733
783	30.0	1	18508
776	399.44	1	1328
788	30.0	1	11843
769	660.0	1	8761
779	120.0	7	19624
773	6214.58	1	19846
789	30.0	3	1222
789	455.0	1	24633
769	102.0	1	12030
769	70.0	3	15656
769	62.7	2	7274
785	52.75	8	18964
790	92.25	1	27523
779	56.31	1	13057
776	234.0	2	9778
785	50.0	2	13411
781	330.0	1	15782
778	90.0	1	10267
783	74.98	7	1276
776	560.13	2	14298
785	30.0	10	10526
784	35.0	11	18256
786	30.0	1	26338
786	1300.11	1	24605
787	497.75	1	14190
778	30.0	1	6032
786	150.0	1	15855
772	135.0	1	7359
784	209.44	1	22241
786	45.87	1	11906
786	127.5	2	6864
783	149.04	2	3930
779	313.77	1	25371
779	262.0	1	7435
777	42.15	1	14523
774	55.0	1	25004
788	30.0	1	10060
778	60.52	1	23309
778	61.36	2	12689
769	44.15	1	10454
783	180.0	1	15433
785	39.69	1	11305
788	39.0	1	20047
790	102.22	1	14980
789	243.64	1	22885
775	103.7	1	665
786	110.0	1	25175
789	299.42	2	25435
789	30.3	1	18347
785	230.0	1	6514
780	255.0	10	22693
790	52.5	1	12904
790	60.0	1	8045
775	85.78	1	10053
781	705.76	1	14889
791	49.12	1	494
775	119.18	2	4502
779	90.0	1	11358
777	382.6	1	15962
780	50.0	1	20972
777	94.9	1	24824
777	134.38	2	22343
780	540.0	2	3920
779	191.64	1	17719
787	105.0	1	16094
776	97.5	2	23766
780	155.2	2	27418
783	90.0	1	10004
779	80.0	1	5313
775	45.0	1	18399
776	488.22	2	20479
783	60.02	1	2484
785	364.53	1	9722
791	30.04	1	14971
784	60.0	1	22062
787	39.42	1	18025
774	375.31	1	14514
768	706.38	1	15479
771	120.52	1	19742
777	80.0	1	19772
777	231.6	3	24875
781	50.0	2	18589
781	165.0	1	21525
779	165.0	1	4488
780	30.0	3	885
785	120.0	1	7369
790	30.0	2	12053
769	60.0	1	22151
782	335.15	2	26097
782	483.78	2	11127
774	70.0	1	11574
771	80.0	3	19667
773	47.08	9	7426
785	30.0	2	9158
790	192.3	2	11809
787	30.0	9	5411
783	90.0	2	9308
778	83.3	1	14688
786	30.0	2	8455
789	67.5	1	12218
786	408.27	1	13319
786	32.44	3	17473
786	30.0	1	815
791	32.5	2	24873
785	195.0	2	6835
779	30.0	3	5212
784	210.0	1	776
775	526.58	2	18648
775	72.0	1	7435
784	47.9	1	2404
786	30.0	1	14688
772	213.03	1	15196
789	152.08	1	13169
783	160.95	1	1195
791	55.66	2	19562
778	288.48	1	15303
774	150.0	1	18382
786	589.83	1	27423
786	104.98	1	3325
785	116.38	2	10984
787	205.0	2	11322
784	93.0	2	22503
776	300.0	3	13444
777	76.83	1	27507
789	30.0	1	469
788	189.14	1	26977
790	50.0	1	17708
779	70.97	8	16630
777	120.0	1	20909
776	30.0	1	244
783	1276.53	1	17814
784	190.0	1	19674
786	135.02	1	22038
791	630.0	3	18441
780	129.9	3	1738
775	30.02	1	2719
776	60.0	2	21012
785	48.04	1	6106
774	255.0	1	14059
790	39.0	1	15487
791	30.0	1	19505
784	121.75	1	15039
770	1171.83	1	11726
768	90.0	2	2712
789	30.0	1	22573
777	246.0	1	23162
775	70.0	3	2479
788	32.37	2	10898
788	45.0	1	22487
783	143.98	2	23457
788	90.0	1	25443
790	262.5	7	21668
775	74.14	9	18483
785	234.0	1	24013
784	33.14	2	21656
785	34.7	8	27405
791	39.3	1	8869
789	30.0	1	18041
788	65.19	1	26918
773	29130.1	3	17185
776	471.0	7	22006
790	120.0	1	11879
784	46.0	1	23666
784	285.0	1	6872
791	90.0	1	23328
783	503.01	7	8295
768	30.0	1	9530
781	99.42	7	21935
776	70.0	1	21630
789	539.55	1	11335
780	70.0	1	9924
768	225.0	1	21197
768	174.0	2	17698
781	99.09	1	8464
776	105.0	1	6872
768	285.0	2	11245
773	130.0	2	8917
786	150.0	1	20286
780	170.0	1	25772
790	30.0	1	26361
779	150.0	2	5669
778	332.96	1	2796
775	100.0	1	16811
776	55.0	6	18746
789	93.18	1	13359
788	804.78	2	25963
781	332.64	1	14237
776	80.0	1	24008
775	150.0	1	8548
782	101.66	1	21761
773	84.52	1	12942
775	195.0	1	15080
769	1150.8	2	8150
785	80.0	1	6298
776	1137.0	2	22461
787	60.0	2	17055
778	372.96	1	3465
790	240.0	1	25863
788	100.0	7	20804
786	79.6	1	19748
783	54.13	4	15240
779	77.22	1	1828
785	90.0	1	21126
788	55.0	1	10880
787	37.5	3	10678
783	30.0	1	4755
786	30.0	3	21150
781	60.0	7	7410
769	90.0	2	1525
780	192.0	1	16658
777	80.0	1	27305
777	133.28	1	9060
780	471.0	1	22195
779	87.22	5	26276
790	55.0	1	13945
789	90.42	2	23675
788	40.0	1	18329
783	51.76	11	6271
779	165.98	1	3453
782	65.52	9	17669
783	56.88	7	1021
788	270.0	1	20137
790	76.82	1	5840
778	63.72	3	4850
778	306.0	1	10551
777	80.0	1	11552
771	540.0	1	16416
778	39.39	16	26383
789	80.0	2	13808
788	183.0	1	22932
777	105.0	1	14684
779	308.15	2	10256
779	30.0	1	12092
780	30.0	7	19081
768	56.45	1	34
788	30.0	2	8455
788	130.0	2	11783
775	281.98	7	26459
786	80.0	2	16660
791	30.0	2	11203
788	203.78	1	21043
784	80.0	1	21810
787	191.54	1	24226
787	30.1	1	25361
787	77.09	1	8168
775	40.79	1	6263
777	110.0	7	12334
787	64.1	8	21513
778	75.0	1	3953
778	30.0	1	11731
791	355.0	1	8922
782	45.0	1	4556
786	327.28	1	8478
769	70.0	7	9969
779	390.0	1	14688
789	71.28	1	27730
789	30.0	1	26827
773	60.0	1	16006
776	205.0	1	1159
785	105.0	1	959
777	343.98	2	26786
776	205.0	1	12145
775	102.81	1	14732
785	357.0	1	791
778	75.0	1	2590
775	494.0	2	13872
784	44.31	2	7817
782	30.0	1	27507
776	605.0	2	20812
768	135.0	1	6337
778	30.0	1	8444
778	430.83	1	11582
778	60.0	1	21685
778	104.63	3	24875
778	300.65	1	16630
775	108.0	1	16176
784	120.0	7	16437
775	89.82	1	18025
789	170.0	1	17650
789	39.0	2	180
790	142.66	2	4315
786	81.0	1	5521
785	140.52	1	21598
780	30.0	1	13375
783	215.04	1	25195
791	30.0	1	22353
791	35.0	1	6337
786	30.0	2	1301
786	100.0	1	12942
785	90.0	7	17119
785	366.3	1	12942
776	170.0	1	11879
785	649.92	1	22298
785	103.2	1	13244
778	277.47	2	19429
782	64.08	1	18065
787	48.64	1	21242
780	390.0	1	12841
791	30.0	2	19229
791	636.74	1	8760
770	135.0	1	15876
769	690.0	1	17950
780	105.24	9	13006
784	75.0	2	27160
776	213.64	1	19908
777	210.0	2	16303
783	210.0	2	25181
779	196.8	3	9218
784	30.0	2	4
782	488.28	1	15318
783	67.34	4	20329
787	165.0	1	2608
791	195.0	2	20168
788	87.98	1	10577
781	58.0	3	21960
780	280.4	1	20165
790	705.12	1	23114
774	125.93	3	2749
779	1337.46	2	10978
789	71.8	1	8650
789	141.38	1	16968
774	133.0	2	10092
790	45.0	2	26147
781	90.02	1	2718
781	90.02	7	19526
782	45.0	1	19833
781	96.8	1	12482
778	80.0	1	5250
786	676.68	2	7100
786	48.0	1	10288
790	207.73	1	3571
787	207.1	1	21657
779	30.99	2	1452
784	149.76	1	5272
780	263.95	1	26475
784	39.42	1	15242
781	33.14	1	5258
788	363.0	1	26073
778	129.02	1	6636
778	42.51	1	11170
778	70.0	6	8359
780	50.0	1	7145
777	193.56	2	8664
783	153.69	1	5464
784	197.5	7	7344
789	167.82	1	19123
776	465.03	1	26868
777	105.28	3	15190
769	30.0	2	18761
778	60.0	2	16512
785	165.0	7	13380
780	130.0	1	1044
788	336.0	3	13267
788	45.0	1	18792
780	105.0	1	16225
784	255.0	1	4073
773	30.0	1	11698
790	55.9	1	15668
790	60.0	2	15341
783	35.0	2	6333
790	420.0	1	26328
790	210.0	7	6874
778	134.0	1	16724
776	135.0	7	23428
788	170.0	2	23460
788	131.98	2	9357
787	30.0	1	3868
786	50.0	1	25599
784	72.3	1	6263
780	97.5	1	17971
791	40.99	1	21158
776	80.0	1	8104
781	183.0	2	3714
786	71.83	2	11586
785	65.0	2	25014
771	43.44	1	1684
782	61.0	1	6459
777	123.0	7	20988
790	187.25	1	11577
791	30.0	7	14078
774	998.6	2	2662
783	30.0	1	23644
782	431.66	1	4964
783	335.4	1	15698
780	100.24	1	23284
788	274.92	1	4073
790	351.6	2	16002
779	106.08	1	8074
788	43.0	1	23532
776	405.0	3	16925
776	70.0	1	2807
776	73.26	1	7312
784	280.0	1	5648
787	45.0	7	10706
788	195.0	2	17315
780	845.31	7	24703
779	39.09	2	11240
782	344.49	2	15926
768	555.24	1	9664
788	110.65	8	1308
790	117.5	3	16271
790	30.0	1	13600
789	30.0	1	8303
772	169.71	1	12377
789	60.0	1	4028
784	75.0	2	27202
788	195.12	1	9059
789	180.0	2	24107
788	30.0	7	19177
780	439.98	3	21199
775	52.5	1	12743
783	135.0	10	16516
781	105.0	1	17724
776	97.5	1	8576
769	180.0	1	18796
769	555.0	2	10064
779	70.32	1	9807
777	90.0	1	16689
786	179.34	1	1108
787	39.0	1	23595
787	34.12	1	19756
777	396.33	2	6057
782	175.94	1	11238
781	210.0	1	20506
779	52.5	1	22366
778	35.0	1	4271
778	50.9	1	7312
789	30.0	1	8164
787	509.9	1	9771
785	354.28	1	12355
785	219.18	2	27004
776	70.0	1	16691
776	40.0	1	1828
775	60.0	1	24800
782	250.0	1	23970
783	117.5	2	5811
783	132.0	2	22683
789	323.37	1	25255
790	30.0	1	3390
783	178.43	2	2089
786	64.92	1	16189
774	102.96	1	21909
778	1132.56	1	20074
788	355.0	1	15956
781	35.0	1	9143
789	62.87	1	21599
782	30.0	1	12159
784	67.21	1	21810
784	30.0	2	5158
785	90.0	3	25548
785	50.39	3	4921
782	60.0	1	19721
789	54.53	8	2199
789	74.55	2	23411
789	53.98	1	27651
787	105.3	1	13595
778	240.0	1	10677
785	90.0	1	849
781	60.0	2	3930
790	90.0	1	20891
786	33.92	1	27690
791	30.0	1	2823
785	190.0	1	2340
779	769.02	2	9263
785	50.0	11	12253
777	517.8	1	8009
782	30.03	1	15604
777	110.0	1	19041
781	30.0	1	18990
787	79.14	2	21368
787	121.12	3	18741
787	135.0	2	27470
771	170.0	1	18072
783	70.0	2	3783
782	120.0	1	10600
780	475.71	1	4625
776	155.0	7	14725
789	36.0	1	17070
788	1440.3	1	22654
781	67.56	2	19195
781	130.0	2	11809
778	451.26	2	20818
786	30.48	1	19919
786	90.0	2	3744
777	212.5	1	26453
783	254.0	1	6800
784	234.0	1	5313
775	88.9	1	3195
780	30.0	2	15078
768	120.0	1	18515
769	450.0	2	4780
791	821.58	1	11578
778	141.0	1	6647
781	496.77	1	23810
785	186.03	2	12259
785	74.96	1	7680
785	30.0	3	11588
768	240.0	1	2839
791	30.0	1	6275
777	130.0	1	25453
777	138.32	1	5395
780	145.96	2	19195
780	189.84	1	13644
789	216.87	1	21149
782	112.5	1	14199
789	30.0	1	13083
788	145.0	1	15187
781	90.0	2	22994
788	390.0	2	3358
768	211.5	7	8659
791	487.18	1	9315
774	30.0	1	2554
768	105.0	2	16461
783	30.0	1	16709
775	30.0	2	21957
788	75.24	1	8704
771	230.0	2	5817
780	146.49	1	18716
786	150.42	1	25928
776	204.45	2	17283
784	80.0	3	14473
781	196.5	1	14296
782	284.64	1	23030
789	83.67	2	13814
788	107.85	1	3966
790	74.64	1	24959
779	595.92	1	22117
777	40.0	1	20593
784	390.0	2	10986
788	60.0	1	342
780	449.82	1	18990
774	50.0	1	11698
775	30.44	3	23583
789	30.0	1	11027
791	50.0	3	16361
786	200.0	1	14235
785	90.0	1	20451
778	90.0	2	14905
778	283.58	1	18725
778	83.76	2	1980
779	30.0	1	12113
784	336.0	1	16625
784	160.08	1	15747
784	150.0	1	2379
788	181.5	7	11887
786	704.4	3	13979
788	246.86	7	20392
779	30.0	1	776
787	40.0	1	4029
781	215.93	3	14384
781	45.0	7	1886
783	45.0	1	15596
788	30.0	1	10937
788	36.6	1	10339
779	50.14	1	21807
768	113.52	1	6658
777	140.14	2	15850
790	90.0	2	5653
787	39.12	2	708
781	31.5	1	11843
784	60.0	2	6172
786	127.35	1	900
783	70.0	1	15618
783	82.5	2	14612
783	30.0	1	7440
778	30.4	7	9148
783	397.54	2	9308
790	31.13	15	4503
786	30.0	2	20720
785	183.0	1	17272
785	30.0	7	7158
774	699.0	2	26400
774	195.0	1	26667
790	944.7	2	3449
787	87.7	2	25350
782	105.16	1	8697
781	250.0	6	6196
786	384.83	1	1188
785	42.78	1	9747
774	87.28	1	7624
774	50.0	1	5758
786	63.87	1	5832
776	51.2	1	13299
775	715.92	2	27589
775	262.5	2	8931
772	80.0	1	27567
785	30.24	1	3259
789	58.5	1	15323
775	257.22	1	18179
775	94.61	8	12698
782	30.0	1	14148
782	74.55	1	11255
782	80.0	1	1659
779	93.03	1	10300
780	995.44	2	15144
780	110.0	1	4170
783	487.28	1	20446
779	105.96	1	14600
782	337.22	3	6158
778	61.77	1	418
768	618.0	7	9560
777	230.0	1	12601
777	30.0	1	23000
780	121.52	1	9948
780	665.0	2	3188
775	70.32	1	23470
788	30.0	1	11915
786	30.0	1	27162
785	205.12	1	19069
785	31.1	2	1836
785	70.0	1	3075
782	195.0	2	15243
782	30.0	7	27559
776	64.99	2	21636
775	121.32	2	4199
782	260.0	1	19621
786	50.0	1	27162
784	52.5	7	24541
769	180.0	1	20075
779	230.0	1	18792
779	371.5	3	25362
788	100.0	1	14549
780	42.0	5	24193
783	1814.38	2	9590
784	300.0	7	4166
785	50.2	1	25443
774	38.48	1	7325
768	33.14	2	24572
773	167.5	1	6312
771	157.2	2	12845
776	30.0	1	7312
775	50.0	1	16189
774	55.0	3	10259
784	30.0	1	15305
777	602.76	7	15230
782	205.0	2	1933
789	323.58	1	21745
788	101.66	1	12122
785	40.0	1	20807
787	1712.9	2	10884
791	282.78	2	6220
786	232.47	1	10107
791	705.0	1	18796
788	111.46	1	21488
788	33.0	1	6571
788	870.33	2	9952
788	330.0	1	3571
783	57.64	1	3465
780	32.42	1	815
781	606.05	2	11569
774	228.0	1	18841
781	379.08	1	14144
778	660.0	1	8860
781	30.0	1	10462
787	150.0	1	2199
778	30.0	1	19281
786	36.5	3	14838
784	30.0	2	8455
784	70.0	1	5084
778	138.0	2	6258
775	30.0	1	9863
777	151.94	3	9655
788	45.0	1	2420
780	30.0	1	15746
781	88.86	1	24824
778	30.0	3	15424
791	465.0	1	18238
774	210.0	1	21801
768	555.0	1	4631
778	30.0	1	22289
772	50.0	1	15830
771	192.6	2	4174
782	31.48	7	13626
790	72.59	1	13843
783	385.5	1	12521
789	512.18	7	4726
783	880.95	1	22415
784	180.42	2	862
776	586.65	7	642
788	70.0	1	14205
790	147.45	1	2243
786	50.0	1	18518
786	39.0	2	25323
783	210.0	1	25629
776	199.11	2	17433
781	30.0	1	14918
770	182.54	2	4365
789	72.02	7	24447
776	80.0	1	8576
777	337.08	1	2870
787	205.0	1	150
778	262.5	1	25190
786	133.17	1	9049
770	106.2	3	15656
784	70.0	2	24396
783	42.08	1	16689
790	267.5	1	7838
787	67.76	1	20084
778	542.28	1	25280
775	321.0	1	4997
777	68.67	1	26847
786	100.0	1	4656
768	39.18	7	26323
781	261.7	2	18123
775	135.0	1	16867
777	356.34	3	1833
776	132.42	1	811
775	110.0	2	6235
776	180.64	1	12110
769	92.4	1	25141
781	30.0	1	21553
780	210.0	1	82
787	289.4	1	20512
778	315.0	1	9780
778	59.66	1	6310
777	208.38	2	17082
783	69.32	1	23530
779	80.0	2	5191
789	30.0	1	22122
781	120.0	1	14148
775	80.0	3	15424
780	180.0	1	16672
786	170.0	2	6247
788	214.62	1	5607
788	48.32	1	19714
774	669.9	2	25277
768	270.0	3	2693
773	100.0	1	12706
777	30.0	1	13600
771	195.6	2	15708
780	30.0	7	9432
775	70.0	1	25549
774	210.0	1	4256
781	156.0	1	26735
777	120.0	1	4792
785	76.97	1	24430
780	110.64	1	14688
777	182.52	1	12917
788	91.03	1	27280
788	34.27	2	418
785	99.51	1	26639
777	865.14	3	10787
791	39.28	1	16748
781	90.0	1	16672
775	75.0	1	1748
769	105.62	1	26819
769	126.98	2	5876
785	150.0	1	16341
774	370.0	1	7665
778	255.0	14	24786
783	661.68	2	17369
783	283.14	1	14916
782	135.0	1	24092
789	63.0	1	9173
788	30.0	1	23479
768	240.0	1	27356
785	30.0	1	15242
786	249.51	1	15091
790	132.0	1	3401
781	39.53	1	386
782	1100.6	1	12049
790	31.33	1	11235
782	330.0	2	2911
787	45.0	1	16379
778	540.0	1	16630
775	165.0	1	10765
788	82.5	3	13267
785	228.0	1	17270
782	32.5	3	13628
788	30.0	1	22122
779	280.0	2	20818
778	51.64	1	13178
787	278.42	2	26459
778	362.38	2	17902
783	86.2	1	6477
784	41.44	1	7890
784	235.0	1	15038
782	31.26	1	7739
782	210.0	2	20551
768	393.15	1	11903
769	90.0	1	21702
775	60.0	1	18025
788	43.62	2	11401
787	59.38	1	20047
789	203.75	2	18573
781	285.0	1	23467
773	171.26	1	22742
773	168.44	2	3238
780	180.0	3	25488
779	105.12	2	16226
785	793.76	7	5695
777	230.0	1	27015
778	646.32	3	23667
778	72.0	1	26263
788	30.0	1	13605
782	643.47	2	15660
784	211.5	1	255
775	200.0	2	4640
791	70.0	1	5514
776	30.0	1	8747
781	152.02	2	16512
784	30.0	1	22832
783	80.0	1	5488
781	72.44	1	17073
779	153.9	1	26493
776	205.0	1	6872
778	40.85	1	19439
786	337.17	7	594
769	687.76	1	27015
784	30.0	2	5662
784	196.35	1	25175
779	80.0	2	21765
785	100.0	2	6359
783	108.57	1	14582
780	180.0	3	20835
782	45.95	1	2780
779	247.44	1	22219
773	30.0	2	19498
786	98.96	2	17009
789	45.0	2	8146
788	60.0	2	5587
774	150.0	1	10577
785	75.0	3	1847
789	71.05	2	12192
789	60.2	1	27662
785	60.0	6	18746
780	35.0	1	4749
783	357.78	1	3288
780	80.0	1	26299
785	80.28	1	5786
791	30.0	1	19674
791	167.98	3	4555
778	295.2	1	26090
789	627.78	2	6329
776	205.0	1	4040
768	555.0	1	13193
776	58.8	9	20787
780	30.06	3	20564
783	537.55	1	9295
784	30.0	1	16757
777	196.56	1	13331
780	30.0	2	16660
781	54.02	2	6603
776	138.0	2	891
790	106.0	1	22956
779	30.0	1	48
773	30.0	1	7484
773	71.7	1	24818
771	476.32	2	20199
787	98.5	1	25449
776	41.15	1	12035
781	150.0	2	21000
788	76.0	1	25255
778	30.0	1	8306
778	67.5	1	14092
779	68.56	7	1886
774	606.75	1	1589
778	132.0	1	25598
786	112.5	2	15512
786	158.16	2	21299
787	1058.79	2	3188
780	303.14	2	25181
783	30.08	2	8833
788	37.58	1	14688
788	30.0	1	5467
790	253.68	3	14062
783	155.02	1	19245
790	40.78	1	25191
790	124.74	1	7470
790	228.0	1	8096
784	30.0	1	10460
786	42.0	1	19715
770	30.0	2	3884
772	30.32	17	15220
790	30.15	2	14760
773	135.0	2	8917
771	255.0	1	1555
777	113.49	2	3265
782	64.38	3	10959
790	42.02	2	9567
789	132.0	1	3933
769	53.68	1	13643
786	188.99	1	13369
782	80.66	1	6459
782	79.36	1	20475
784	148.4	2	5608
784	150.65	7	22560
788	110.0	1	19633
786	117.32	1	13196
786	302.05	1	3310
786	46.32	1	5395
780	215.4	2	12229
779	155.0	1	18172
774	162.0	2	18823
787	410.0	2	19434
780	33.0	1	25729
772	93.0	2	3238
771	328.0	2	5653
781	88.6	2	21012
789	389.46	2	14298
779	269.74	3	12161
791	41.7	1	15174
769	270.0	2	12608
782	68.7	1	1659
783	120.0	1	24606
780	42.5	1	18455
787	527.72	1	14585
777	50.0	11	20628
777	234.0	1	9792
779	75.0	1	26334
786	68.7	9	2478
785	245.02	1	6554
785	42.11	9	15618
789	37.5	1	23427
781	283.1	2	11792
781	30.0	1	20282
775	85.0	1	8474
775	38.75	1	24368
790	180.0	1	12809
783	78.99	2	13531
779	68.0	1	13859
779	143.32	1	6967
787	105.06	1	5091
778	84.01	2	9002
778	80.66	1	7933
776	64.73	1	15039
791	300.08	2	20417
768	1010.7	2	22096
790	110.0	1	7221
790	30.0	1	2895
790	45.0	1	12681
777	35.54	1	23721
779	115.2	1	10129
784	60.0	1	9494
775	126.14	1	6716
775	150.0	1	17327
775	60.0	2	15512
791	82.66	1	13000
780	98.79	1	23486
788	50.0	2	20271
777	522.9	1	22006
790	130.0	1	15502
788	54.0	1	23133
789	453.0	1	2884
789	210.0	1	14293
780	157.5	1	6622
778	191.45	1	7739
780	102.0	1	16658
788	205.0	1	25778
790	285.0	2	5608
771	76.8	3	17623
778	228.0	2	13907
778	30.0	1	4271
784	150.0	1	25247
789	255.0	2	20752
790	97.5	1	4743
776	70.0	1	3722
768	99.03	3	7450
782	55.05	9	1380
773	40.16	1	15274
784	90.0	2	12570
768	330.0	7	22103
769	130.0	1	346
778	61.5	1	5753
786	46.0	1	685
786	52.5	7	20
783	80.0	3	22293
788	585.0	2	3724
786	32.0	2	23439
785	300.0	1	11941
785	30.0	11	27134
783	60.0	1	13997
790	46.08	9	23479
785	50.0	1	4827
790	105.0	1	19548
776	149.4	2	13537
776	70.0	1	17189
775	30.0	6	9363
789	70.0	2	14401
780	45.0	1	21943
780	70.0	1	4309
778	979.5	2	5602
789	72.0	2	17404
789	129.02	1	18272
790	300.0	1	2845
778	281.49	2	12782
786	30.0	1	14688
780	556.2	10	27554
782	63.72	3	9788
782	70.57	2	18929
782	282.85	1	252
784	45.0	2	10572
789	250.87	1	26636
788	30.6	2	10980
784	50.0	7	22266
776	120.0	2	2050
768	33.0	2	16461
791	40.74	1	6275
773	30.0	2	9064
780	258.64	1	6514
776	130.0	1	2197
789	280.0	1	13584
777	330.0	1	27015
788	200.0	3	22327
781	128.6	1	18326
781	50.0	1	17286
783	42.5	1	15150
769	450.0	2	8283
788	30.75	11	7994
791	56.7	1	1652
777	111.32	1	15152
790	147.75	1	27402
787	55.0	2	17304
770	34.0	1	15371
782	104.88	1	16689
791	210.0	1	24938
782	60.0	1	1513
790	204.22	9	1816
778	87.63	1	27305
789	96.0	1	10767
772	160.05	2	26471
783	130.0	1	8952
779	30.0	1	26907
784	60.0	7	10880
790	30.0	1	14472
783	30.0	1	22109
784	230.0	2	12057
779	30.0	1	17102
778	30.02	3	15900
778	182.46	1	19760
786	171.28	9	22426
786	205.0	2	25885
779	50.0	1	17145
781	135.0	7	21935
776	60.0	1	8440
776	554.18	1	18314
786	150.0	2	25102
783	155.0	2	22775
786	276.38	1	10974
784	75.0	1	1685
783	120.0	1	18851
783	879.0	1	18733
790	196.92	2	26383
779	50.0	1	4170
790	36.0	1	27444
788	205.0	7	5546
768	50.0	1	17286
788	30.0	1	8440
786	65.0	7	12819
783	31.11	2	7817
783	57.47	2	11982
782	65.0	1	23610
783	110.0	1	26151
787	593.07	2	17171
782	370.0	1	15589
782	60.0	1	1375
778	90.0	5	26077
785	233.0	1	17143
781	55.28	1	7295
777	43.84	1	12823
777	221.07	3	502
789	135.0	1	6313
788	30.0	1	9419
782	45.0	3	20482
782	39.0	1	18846
787	237.58	2	27084
785	30.0	1	10460
777	270.0	11	24882
785	342.9	1	8744
768	122.0	1	6170
777	79.0	2	8321
790	238.35	2	16423
771	156.0	1	19217
789	165.92	2	8270
789	204.76	1	19788
781	507.98	1	9859
780	72.0	1	27199
777	70.0	2	18456
789	334.92	1	3687
790	30.0	1	7090
777	54.69	1	17534
775	196.61	1	1589
783	30.0	2	25865
783	70.0	1	16995
791	153.15	1	11908
784	120.0	7	20
775	957.68	2	21243
780	105.0	7	13601
783	207.66	1	888
787	30.0	1	8440
786	109.95	1	13145
785	57.6	1	13660
776	105.0	1	22628
787	255.0	1	5607
787	30.0	3	15800
787	4138.68	1	17151
778	32.98	3	12271
787	132.0	2	7818
783	53.18	9	2817
780	106.7	1	12282
787	370.0	1	20490
778	174.0	1	26068
768	183.0	2	11269
788	63.3	2	19970
788	44.49	3	14373
769	300.0	1	3989
772	96.0	1	6139
784	120.0	7	7344
791	63.02	1	4318
789	30.0	1	16951
775	234.0	1	23423
782	80.3	1	5634
782	806.31	1	19142
783	210.0	1	24800
777	223.18	1	14705
791	80.0	1	6275
769	210.0	1	19455
784	215.8	3	5717
777	49.35	1	3000
782	183.0	1	3016
770	170.0	1	16625
777	63.72	1	1535
776	67.5	3	15419
784	296.45	1	5634
782	52.5	2	2187
785	370.0	7	2414
785	141.03	3	19063
783	840.0	7	9991
781	2580.52	1	25342
782	80.0	1	17881
775	80.0	1	8039
779	378.84	1	13006
788	462.12	7	17695
781	30.0	1	21530
790	367.44	1	20180
777	50.0	2	11586
783	63.26	1	17145
783	210.0	7	7565
790	1111.0	7	7499
781	67.5	1	3665
779	30.0	7	22865
782	75.98	1	21910
782	390.0	1	27560
788	62.97	2	3724
790	42.03	1	7521
784	40.0	1	24412
782	163.85	1	17719
790	43.5	1	6844
769	30.0	1	25499
771	117.54	7	12820
776	300.0	1	9743
785	210.02	1	15963
775	80.0	3	14040
778	300.0	1	8861
786	30.0	1	4223
777	246.0	1	14417
788	30.0	1	11915
780	90.0	1	18062
768	330.0	1	4674
769	97.5	6	26743
778	552.16	7	18599
787	30.0	1	10571
787	60.0	1	14205
785	31.5	1	14010
772	228.0	1	23644
786	50.0	1	849
778	70.0	1	24079
779	348.78	1	12364
784	149.28	1	5426
786	45.0	3	27477
771	116.52	1	24442
